Brand,Year,Model,Car/Suv,Transmission,FuelType,CylindersinEngine,BodyType,Doors,Seats,Price,State
Mazda,2018,CX-9,SUV,Automatic,Unleaded,4,SUV,4,7,46990,New South Wales
Toyota,2022,RAV4,SUV,Automatic,Hybrid,4,SUV,5,5,56990,New South Wales
Mazda,2021,CX-3,SUV,Manual,Unleaded,4,SUV,4,5,24990,Queensland
Toyota,2020,Yaris,SUV,Automatic,Hybrid,3,SUV,4,5,32777,New South Wales
BMW,2015,X3,SUV,Automatic,Diesel,4,SUV,4,5,28990,Victoria State Government
MG,2019,ZS,SUV,Automatic,Unleaded,3,SUV,4,5,23880,New South Wales
Suzuki,2021,Baleno,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,21888,New South Wales
Land,2022,Rover,SUV,Automatic,Diesel,6,SUV,4,5,299900,New South Wales
Mazda,2020,CX-5,SUV,Automatic,Unleaded,4,SUV,4,5,33990,New South Wales
Nissan,2017,Qashqai,SUV,Automatic,Unleaded,4,SUV,4,5,23990,New South Wales
Toyota,2021,Corolla,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,32888,New South Wales
Ford,2019,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,50705,Victoria State Government
Mitsubishi,2019,Pajero,SUV,Automatic,Diesel,4,SUV,4,7,39990,New South Wales
Audi,2016,Q5,SUV,Automatic,Diesel,4,SUV,4,5,38888,New South Wales
Holden,2014,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,2,2,22990,Queensland
Mitsubishi,2019,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,31950,New South Wales
GWM,2022,Haval,Dominelli GWM,Automatic,Unleaded,4,SUV,4,5,46490,New South Wales
MG,2022,HS,Alto North Shore MG,Automatic,Unleaded,4,SUV,4,5,34868,New South Wales
Mazda,2013,3,Sedan,Automatic,Unleaded,4,Sedan,4,5,12990,Queensland
Audi,2013,Q3,SUV,Automatic,Premium,4,SUV,4,5,21990,New South Wales
Hyundai,2020,Kona,SUV,Automatic,Unleaded,4,SUV,4,5,29999,Victoria State Government
Renault,2022,Koleos,SUV,Automatic,Unleaded,4,SUV,4,5,39990,New South Wales
Mitsubishi,2016,Pajero,SUV,Automatic,Diesel,4,SUV,4,7,32500,New South Wales
Mazda,2023,CX-9,Rockdale Mazda New,Automatic,Unleaded,4,SUV,4,7,78288,New South Wales
Ford,2016,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,33990,New South Wales
Holden,2015,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,32800,New South Wales
Honda,2016,Jazz,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,22990,New South Wales
Subaru,2018,Outback,SUV,Automatic,Unleaded,6,SUV,4,5,31990,New South Wales
Lexus,2013,RX450H,SUV,Automatic,Premium,6,SUV,4,5,38999,New South Wales
Toyota,2018,Corolla,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,37999,Victoria State Government
Nissan,2023,Qashqai,Suttons Nissan Arncliffe- New/Demo,Automatic,Premium,4,SUV,4,5,44888,New South Wales
Hyundai,2019,Imax,Wagon,Automatic,Diesel,4,Wagon,4,8,33990,South Australia
Kia,2016,Cerato,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,13990,New South Wales
Holden,2014,Colorado,SUV,Automatic,Diesel,4,SUV,4,7,25995,New South Wales
Hyundai,2015,Veloster,Hatchback,Automatic,Unleaded,4,Hatchback,3,4,22990,New South Wales
Volvo,2015,XC90,SUV,Automatic,Diesel,4,SUV,4,7,34999,New South Wales
Honda,2014,CR-V,SUV,Automatic,Diesel,4,SUV,4,5,21999,New South Wales
Toyota,2021,RAV4,SUV,Automatic,Hybrid,4,SUV,5,5,64990,New South Wales
Ford,2019,Endura,SUV,Automatic,Diesel,4,SUV,4,5,31999,Victoria State Government
Ford,2018,Mondeo,Hatchback,Automatic,Diesel,4,Hatchback,5,5,21990,South Australia
Ford,2016,Ranger,Ute / Tray,Automatic,Diesel,5,Ute  ,4,5,28880,New South Wales
Kia,2018,Picanto,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,16388,New South Wales
Volkswagen,2022,Passat,Sedan,Automatic,Premium,4,Sedan,4,5,46880,New South Wales
Kia,2019,Optima,Sedan,Automatic,Unleaded,4,Sedan,4,5,24990,New South Wales
BMW,2021,X3,SUV,Automatic,Unleaded,4,SUV,4,5,65990,New South Wales
BMW,2013,328I,Sedan,Automatic,Premium,4,Sedan,4,5,19900,New South Wales
Toyota,2019,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,31995,Victoria State Government
Toyota,2017,Kluger,SUV,Automatic,Unleaded,6,SUV,4,7,37990,New South Wales
Mazda,2013,2,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,15995,New South Wales
Skoda,2014,Fabia,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,14995,New South Wales
Holden,2018,Calais,Hatchback,Automatic,Premium,6,Hatchback,5,5,29990,South Australia
Mini,2017,Clubman,Wagon,Automatic,Premium,4,Wagon,4,5,34990,New South Wales
GWM,2023,UTE,Dominelli GWM,Automatic,Diesel,4,Ute  ,4,5,44085,New South Wales
Mercedes-Benz,2021,A180,Sedan,Automatic,Unleaded,4,Sedan,4,5,54880,New South Wales
Audi,2019,Q7,SUV,Automatic,Diesel,6,SUV,4,7,74800,New South Wales
Mazda,2015,CX-5,SUV,Automatic,Diesel,4,SUV,4,5,23990,New South Wales
Mitsubishi,2020,ASX,SUV,Automatic,Unleaded,4,SUV,4,5,24990,New South Wales
Ford,2015,Ranger,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,28995,New South Wales
Toyota,2018,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,24990,South Australia
Toyota,2018,Kluger,SUV,Automatic,Unleaded,6,SUV,4,7,39990,New South Wales
Volkswagen,2016,Scirocco,Hatchback,Manual,Premium,4,Hatchback,3,4,37990,New South Wales
Mercedes-Benz,2020,S450,Sedan,Automatic,Hybrid,6,Sedan,4,5,118888,New South Wales
Mitsubishi,2017,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,32999,New South Wales
Skoda,2022,Kamiq,Sydney City Skoda,Automatic,Premium,3,SUV,4,5,37990,New South Wales
GWM,2023,UTE,Dominelli GWM,Automatic,Diesel,4,Ute  ,4,5,48085,New South Wales
Mitsubishi,2020,Outlander,SUV,Automatic,Unleaded,4,SUV,4,7,28888,New South Wales
BMW,2014,435I,Coupe,Automatic,Premium,6,Coupe,2,4,36800,New South Wales
Holden,2016,Cruze,Hatchback,Manual,Unleaded,4,Hatchback,5,5,11990,South Australia
BMW,2017,X1,SUV,Automatic,Premium,4,SUV,4,5,36800,New South Wales
Hyundai,2022,I30,Sedan,Automatic,Premium,4,Sedan,4,5,54888,New South Wales
Mitsubishi,2013,Outlander,SUV,Automatic,Unleaded,4,SUV,4,5,15989,New South Wales
Ford,2022,Puma,SUV,Automatic,Premium,3,SUV,5,5,29888,New South Wales
Mitsubishi,2018,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,43800,New South Wales
Volkswagen,2022,T-ROC,Alto Volkswagen North Shore New Cars,Automatic,Premium,4,SUV,4,5,57990,New South Wales
Porsche,2019,Cayenne,SUV,Automatic,Premium,6,SUV,4,5,144880,New South Wales
Honda,2018,CR-V,SUV,Automatic,Unleaded,4,SUV,4,5,28999,Victoria State Government
Nissan,2018,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,31990,South Australia
BMW,2015,M3,Sedan,Automatic,Premium,6,Sedan,4,5,82950,New South Wales
Volkswagen,2020,Golf,Hatchback,Automatic,Premium,4,Hatchback,5,5,28490,New South Wales
Volkswagen,2020,Tiguan,SUV,Automatic,Premium,4,SUV,4,5,52800,New South Wales
Honda,2021,Civic,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,43888,New South Wales
Toyota,2018,Yaris,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,20888,New South Wales
Jeep,2018,Compass,SUV,Automatic,Unleaded,4,SUV,4,5,21999,New South Wales
Subaru,2016,Forester,SUV,Automatic,Premium,4,SUV,4,5,35800,New South Wales
Ram,2020,1500,Commercial,Automatic,Unleaded,8,Commercial,4,5,75888,New South Wales
Mercedes-Benz,2017,B200,Hatchback,Automatic,Premium,4,Hatchback,5,5,23890,New South Wales
Volkswagen,2017,Golf,Hatchback,Automatic,Premium,4,Hatchback,5,5,30990,Queensland
Nissan,2015,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,22990,South Australia
Toyota,2017,Corolla,Hatchback,Automatic,Hybrid,4,Hatchback,5,5,29990,New South Wales
Kia,2018,Stinger,Sedan,Automatic,Unleaded,6,Sedan,4,5,39999,New South Wales
Mini,2017,Cooper,Hatchback,Automatic,Premium,4,Hatchback,3,4,41500,New South Wales
Holden,2018,Commodore,Wagon,Automatic,Premium,4,Wagon,4,5,22990,South Australia
Mazda,2014,BT-50,Ute / Tray,Manual,Diesel,5,Ute  ,4,5,35950,New South Wales
Ford,2015,Territory,SUV,Automatic,Diesel,6,SUV,4,5,11950,New South Wales
Nissan,2014,X-Trail,SUV,Automatic,Diesel,4,SUV,4,5,19990,Queensland
Toyota,2021,Kluger,SUV,Automatic,Hybrid,4,SUV,5,7,59888,New South Wales
BMW,2019,X7,SUV,Automatic,Diesel,6,SUV,4,7,98888,New South Wales
Kia,2021,Sorento,SUV,Automatic,Unleaded,6,SUV,4,7,54990,New South Wales
Toyota,2021,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,27990,South Australia
Toyota,2019,RAV4,SUV,Automatic,Hybrid,4,SUV,5,5,44888,New South Wales
MG,2022,HS,Alto North Shore MG,Automatic,Hybrid,4,SUV,4,5,53690,New South Wales
Nissan,2016,Navara,Ute / Tray,Manual,Diesel,4,Ute  ,4,5,28990,South Australia
Jeep,2020,Grand,SUV,Automatic,Premium,8,SUV,4,5,159990,New South Wales
Nissan,2016,Navara,Ute / Tray,Manual,Diesel,4,Ute  ,2,4,19888,New South Wales
Mitsubishi,2017,Pajero,SUV,Automatic,Diesel,4,SUV,4,5,35999,Victoria State Government
Mercedes-Benz,2014,C200,Sedan,Automatic,Premium,4,Sedan,4,5,25999,New South Wales
Isuzu,2023,MU-X,Alto Isuzu Ute New Cars,Automatic,Diesel,4,SUV,4,7,75890,New South Wales
Hyundai,2019,Elantra,Sedan,Automatic,Unleaded,4,Sedan,4,5,19888,New South Wales
Mazda,2018,2,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,21990,South Australia
Holden,2013,UTE,Ute / Tray,Automatic,Unleaded,8,Ute  ,2,2,39995,New South Wales
GWM,2023,UTE,Dominelli GWM,Automatic,Diesel,4,Ute  ,4,5,38990,New South Wales
Toyota,2017,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,37990,New South Wales
Toyota,2019,Landcruiser,SUV,Automatic,Diesel,4,SUV,4,7,69995,New South Wales
Kia,2018,Sportage,SUV,Automatic,Diesel,4,SUV,4,5,32990,South Australia
Volkswagen,2019,Golf,Hatchback,Automatic,Premium,4,Hatchback,5,5,39990,New South Wales
Mercedes-Benz,2018,A250,Hatchback,Automatic,Premium,4,Hatchback,5,5,39990,New South Wales
Mazda,2016,CX-3,SUV,Automatic,Unleaded,4,SUV,4,5,23950,New South Wales
Ford,2017,Ranger,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,28990,South Australia
Mercedes-Benz,2018,C200,Sedan,Automatic,Hybrid,4,Sedan,4,4,46888,New South Wales
Volkswagen,2023,T-Cross,Alto Volkswagen North Shore New Cars,Automatic,Premium,3,SUV,4,5,42990,New South Wales
Audi,2020,Q7,SUV,Automatic,Diesel,6,SUV,4,7,79800,New South Wales
Mitsubishi,2020,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,52990,Victoria State Government
Mercedes-Benz,2018,C63,Sedan,Automatic,Premium,8,Sedan,4,4,108888,New South Wales
Nissan,2018,X-Trail,SUV,Automatic,Diesel,4,SUV,4,5,24990,South Australia
Subaru,2022,Forester,SUV,Automatic,Unleaded,4,SUV,4,5,45777,New South Wales
Mazda,2016,3,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,21800,New South Wales
Toyota,2018,Camry,Sedan,Automatic,Hybrid,4,Sedan,4,5,33888,New South Wales
Audi,2020,Q3,SUV,Automatic,Premium,4,SUV,4,5,50880,New South Wales
Lexus,2018,RX300,SUV,Automatic,Premium,4,SUV,4,5,48888,New South Wales
Mazda,2017,CX-5,SUV,Automatic,Unleaded,4,SUV,4,5,20890,New South Wales
Toyota,2019,Corolla,Sedan,Automatic,Unleaded,4,Sedan,4,5,25990,South Australia
GWM,2023,UTE,Dominelli GWM,Automatic,Diesel,4,Ute  ,4,5,47490,New South Wales
Hyundai,2021,I30,Hatchback,Automatic,Premium,4,Hatchback,4,5,65990,New South Wales
Kia,2013,RIO,Hatchback,Manual,Unleaded,4,Hatchback,3,5,10990,New South Wales
Land,2020,Rover,SUV,Automatic,Premium,4,SUV,4,5,75888,New South Wales
Mazda,2023,CX-5,Sutherland Mazda New Cars,Automatic,Unleaded,4,SUV,4,5,41500,New South Wales
Kia,2014,Sportage,SUV,Automatic,Unleaded,4,SUV,4,5,20999,Victoria State Government
MG,2022,HS,SUV,Automatic,Hybrid,4,SUV,5,5,43990,New South Wales
Holden,2014,Cruze,Sedan,Automatic,Unleaded,4,Sedan,4,5,13990,South Australia
Mazda,2021,MX-30,SUV,Automatic,Hybrid,4,SUV,4,5,28950,New South Wales
Hyundai,2014,Santa,SUV,Automatic,Diesel,4,SUV,4,7,24990,New South Wales
Mercedes-Benz,2018,C300,Sedan,Automatic,Premium,4,Sedan,4,4,42990,Victoria State Government
Mercedes-Benz,2014,A45,Hatchback,Automatic,Premium,4,Hatchback,5,5,33996,New South Wales
BMW,2018,X5,SUV,Automatic,Diesel,6,SUV,4,5,59888,New South Wales
Toyota,2020,RAV4,SUV,Automatic,Unleaded,4,SUV,5,5,40990,New South Wales
Volkswagen,2019,Caddy,Commercial,Automatic,Premium,4,Commercial,3,2,32990,South Australia
Kia,2019,Stinger,Sedan,Automatic,Unleaded,6,Sedan,4,5,54950,New South Wales
GWM,2023,UTE,Dominelli GWM,Automatic,Diesel,4,Ute  ,4,5,46888,New South Wales
Kia,2018,Sportage,SUV,Automatic,Unleaded,4,SUV,4,5,28999,Victoria State Government
Nissan,2013,Micra,Hatchback,Manual,Unleaded,3,Hatchback,5,5,10990,South Australia
Mercedes-Benz,2015,GLE350,SUV,Automatic,Diesel,6,SUV,4,5,41800,New South Wales
MG,2022,HS,Alto North Shore MG,Automatic,Unleaded,4,SUV,4,5,30990,New South Wales
Hyundai,2019,Kona,SUV,Automatic,Unleaded,4,SUV,4,5,26990,South Australia
BMW,2014,X5,SUV,Automatic,Diesel,4,SUV,4,5,34888,New South Wales
Holden,2014,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,30990,Queensland
McLaren,2019,720S,Convertible,Automatic,Premium,8,Convertible,2,2,649880,New South Wales
Mercedes-Benz,2013,C63,Sedan,Automatic,Premium,8,Sedan,4,5,99800,New South Wales
Nissan,2017,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,30988,New South Wales
Kia,2018,Sportage,SUV,Automatic,Diesel,4,SUV,4,5,25990,South Australia
Jaguar,2016,F-Pace,SUV,Automatic,Diesel,4,SUV,4,5,32990,New South Wales
Subaru,2013,Liberty,Wagon,Manual,Premium,4,Wagon,4,5,22990,South Australia
Toyota,2017,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,59950,New South Wales
Subaru,2019,XV,SUV,Automatic,Unleaded,4,SUV,4,5,30990,South Australia
Kia,2020,Sportage,SUV,Automatic,Diesel,4,SUV,4,5,40490,New South Wales
Toyota,2017,Landcruiser,SUV,Automatic,Diesel,8,SUV,4,7,68950,New South Wales
Audi,2015,Q5,SUV,Automatic,Premium,4,SUV,4,5,26800,New South Wales
Kia,2022,Seltos,SUV,Automatic,Unleaded,4,SUV,4,5,52888,New South Wales
GWM,2023,UTE,Suttons GWM Haval Chullora- New/Demo,Automatic,Diesel,4,Ute  ,4,5,43490,New South Wales
Holden,2015,Cruze,Sedan,Automatic,Unleaded,4,Sedan,4,5,12990,South Australia
Subaru,2017,WRX,Sedan,Automatic,Premium,4,Sedan,4,5,38950,New South Wales
Volkswagen,2017,Amarok,Ute / Tray,Automatic,Diesel,6,Ute  ,4,5,39999,Queensland
Mitsubishi,2017,Lancer,Sedan,Manual,Unleaded,4,Sedan,4,5,17950,New South Wales
Mitsubishi,2017,Lancer,Sedan,Automatic,Unleaded,4,Sedan,4,5,22990,South Australia
Renault,2019,Kangoo,Commercial,Automatic,Premium,4,Commercial,3,2,25990,New South Wales
Isuzu,2023,MU-X,Alto Isuzu Ute New Cars,Automatic,Diesel,4,SUV,4,7,66640,New South Wales
Ford,2018,Ranger,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,39990,New South Wales
Subaru,2018,Liberty,Sedan,Automatic,Unleaded,4,Sedan,4,5,29990,South Australia
BMW,2016,X3,SUV,Automatic,Diesel,4,SUV,4,5,29800,New South Wales
Land,2016,Rover,SUV,Automatic,Diesel,6,SUV,4,5,62800,New South Wales
Toyota,2023,Yaris,SUV,Automatic,Unleaded,3,SUV,4,5,36490,New South Wales
GWM,2023,UTE,Dominelli GWM,Automatic,Diesel,4,Ute  ,4,5,39585,New South Wales
Jaguar,2017,E-Pace,SUV,Automatic,Diesel,4,SUV,4,5,47888,New South Wales
Subaru,2015,WRX,Sedan,Manual,Premium,4,Sedan,4,5,48888,New South Wales
Volkswagen,2022,Passat,Sutherland Volkswagen New Cars,Automatic,Premium,4,Wagon,4,5,68490,New South Wales
Kia,2015,Cerato,Sedan,Automatic,Unleaded,4,Sedan,4,5,15790,Victoria State Government
BMW,2017,X3,SUV,Automatic,Premium,4,SUV,4,5,33800,New South Wales
Toyota,2020,Hilux,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,66990,New South Wales
Volkswagen,2021,Golf,Hatchback,Automatic,Premium,4,Hatchback,5,5,39990,New South Wales
Holden,2018,Trailblazer,SUV,Automatic,Diesel,4,SUV,4,7,35990,South Australia
Nissan,2019,X-Trail,SUV,Automatic,Unleaded,4,SUV,4,5,29990,New South Wales
Mazda,2023,CX-9,Rockdale Mazda New,Automatic,Unleaded,4,SUV,4,7,73588,New South Wales
Mazda,2023,CX-3,Rockdale Mazda New,Automatic,Unleaded,4,SUV,4,5,41888,New South Wales
Renault,2019,Koleos,SUV,Automatic,Premium,4,SUV,4,5,26990,South Australia
Lexus,2017,ES300H,Sedan,Automatic,Hybrid,4,Sedan,4,5,50900,New South Wales
Cupra,2022,Ateca,SUV,Automatic,Premium,4,SUV,4,5,61880,New South Wales
Audi,2022,A1,Hatchback,Automatic,Premium,4,Hatchback,5,5,43990,New South Wales
Mercedes-Benz,2015,S350,Sedan,Automatic,Diesel,6,Sedan,4,5,84800,New South Wales
Mazda,2023,BT-50,Rockdale Mazda New,Automatic,Diesel,4,Ute  ,4,5,60888,New South Wales
Land,2017,Rover,SUV,Automatic,Diesel,8,SUV,4,5,118888,New South Wales
Holden,2018,Trailblazer,SUV,Automatic,Diesel,4,SUV,4,7,31990,South Australia
Toyota,2014,Corolla,Sedan,Automatic,Unleaded,4,Sedan,4,5,15990,New South Wales
Land,2017,Rover,SUV,Automatic,Diesel,6,SUV,4,5,82888,New South Wales
Mazda,2020,CX-8,SUV,Automatic,Unleaded,4,SUV,4,7,41449,New South Wales
Subaru,2019,XV,SUV,Automatic,Unleaded,4,SUV,4,5,35990,New South Wales
Hyundai,2020,I30,Hatchback,Automatic,Unleaded,4,Hatchback,4,5,28800,New South Wales
BMW,2020,X2,SUV,Automatic,Premium,4,SUV,4,5,48888,New South Wales
Mitsubishi,2020,Eclipse,SUV,Automatic,Unleaded,4,SUV,4,5,29990,New South Wales
Mercedes-Benz,2018,A200,Hatchback,Automatic,Premium,4,Hatchback,5,5,45990,Victoria State Government
Nissan,2018,Navara,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,32990,South Australia
Nissan,2016,Qashqai,SUV,Automatic,Unleaded,4,SUV,4,5,22990,New South Wales
Porsche,2016,Macan,SUV,Automatic,Premium,6,SUV,4,5,80888,New South Wales
Land,2016,Rover,SUV,Automatic,Diesel,4,SUV,4,5,29800,New South Wales
Audi,2018,A3,Other,Automatic,Premium,4,Other,4,5,35990,New South Wales
Mitsubishi,2017,Outlander,SUV,Automatic,Hybrid,4,SUV,4,5,42990,New South Wales
Mazda,2018,BT-50,Ute / Tray,Manual,Diesel,5,Ute  ,4,4,28990,South Australia
Ford,2019,Transit,Commercial,Automatic,Diesel,4,Commercial,2,6,53800,New South Wales
Kia,2021,Sportage,SUV,Automatic,Unleaded,4,SUV,4,5,55888,New South Wales
Jeep,2018,Grand,SUV,Automatic,Premium,8,SUV,4,5,99800,New South Wales
Honda,2017,HR-V,SUV,Automatic,Unleaded,4,SUV,4,5,20780,New South Wales
Toyota,2018,Camry,Sedan,Automatic,Hybrid,4,Sedan,4,5,34990,South Australia
Audi,2019,RS5,Hatchback,Automatic,Premium,6,Hatchback,5,4,121950,New South Wales
MG,2021,MG3,Hatchback,Automatic,Premium,4,Hatchback,5,5,17990,New South Wales
Hyundai,2021,I30,Hatchback,Manual,Premium,4,Hatchback,5,5,51800,New South Wales
Ford,2022,Escape,Suttons Ford Chullora- New/Demo,Automatic,Premium,4,SUV,4,5,42290,New South Wales
Hyundai,2020,Santa,SUV,Automatic,Diesel,4,SUV,4,7,31990,South Australia
Toyota,2018,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,24990,New South Wales
Hyundai,2015,I30,Hatchback,Automatic,Diesel,4,Hatchback,5,5,17000,Victoria State Government
Toyota,2017,C-HR,SUV,Automatic,Premium,4,SUV,4,5,23980,South Australia
Toyota,2019,Camry,Sedan,Automatic,Hybrid,4,Sedan,4,5,40990,New South Wales
Audi,2022,Q3,Audi Alto Artarmon New Cars,Automatic,Premium,4,SUV,4,5,60888,New South Wales
Mercedes-Benz,2015,CLA250,Wagon,Automatic,Premium,4,Wagon,4,5,37950,New South Wales
Mercedes-Benz,2018,GLC63,SUV,Automatic,Premium,8,SUV,4,5,106888,New South Wales
Subaru,2018,Liberty,Sedan,Automatic,Unleaded,4,Sedan,4,5,30990,South Australia
Volkswagen,2015,Tiguan,SUV,Automatic,Premium,4,SUV,4,5,29990,New South Wales
Mercedes-Benz,2017,E200,Sedan,Automatic,Premium,4,Sedan,4,5,48800,New South Wales
Mazda,2018,CX-5,SUV,Automatic,Diesel,4,SUV,4,5,31590,New South Wales
Mercedes-Benz,2014,E400,Convertible,Automatic,Premium,6,Convertible,2,4,49990,Victoria State Government
Mitsubishi,2017,Outlander,SUV,Automatic,Diesel,4,SUV,4,7,25990,South Australia
Suzuki,2018,Swift,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,19800,New South Wales
Isuzu,2016,D-MAX,Ute / Tray,Automatic,Diesel,4,Ute  ,2,2,30888,New South Wales
Mazda,2018,CX-3,SUV,Manual,Unleaded,4,SUV,4,5,23990,New South Wales
Jeep,2014,Grand,SUV,Automatic,Diesel,6,SUV,4,5,26248,New South Wales
Mazda,2017,6,Wagon,Automatic,Unleaded,4,Wagon,4,5,22888,New South Wales
Mitsubishi,2018,Outlander,SUV,Automatic,Diesel,4,SUV,4,7,29980,South Australia
Honda,2023,Civic,Hatchback,Manual,Premium,4,Hatchback,4,4,77777,New South Wales
BMW,2022,X5,SUV,Automatic,Premium,6,SUV,4,5,144988,New South Wales
Mitsubishi,2018,Triton,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,43888,New South Wales
Toyota,2018,Hilux,Ute / Tray,Manual,Diesel,4,Ute  ,2,2,32888,Queensland
Toyota,2021,Kluger,SUV,Automatic,Hybrid,4,SUV,5,7,78888,New South Wales
Ford,2022,Mustang,Hatchback,Manual,Premium,8,Hatchback,2,4,79990,New South Wales
Ford,2014,Focus,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,9995,New South Wales
Cupra,2022,Ateca,SUV,Automatic,Premium,4,SUV,4,5,61880,New South Wales
Jeep,2022,Grand,SUV,Automatic,Premium,6,SUV,4,7,128388,New South Wales
Subaru,2021,XV,SUV,Automatic,Unleaded,4,SUV,4,5,35990,New South Wales
Mitsubishi,2016,ASX,SUV,Automatic,Unleaded,4,SUV,4,5,22888,Queensland
Mercedes-Benz,2018,A180,Sedan,Automatic,Unleaded,4,Sedan,4,5,45950,New South Wales
BMW,2016,430I,Hatchback,Automatic,Premium,4,Hatchback,5,5,35800,New South Wales
McLaren,2019,540C,Coupe,Automatic,Premium,8,Coupe,2,2,299900,New South Wales
Toyota,2017,Camry,Sedan,Automatic,Hybrid,4,Sedan,4,5,31990,Victoria State Government
Toyota,2018,Hilux,Ute / Tray,Automatic,Unleaded,4,Ute  ,2,2,24880,New South Wales
Toyota,2020,RAV4,SUV,Automatic,Unleaded,4,SUV,5,5,35990,New South Wales
Mazda,2020,3,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,27990,New South Wales
Kia,2020,Cerato,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,22977,Western Australia
Audi,2022,Q3,Audi Alto Artarmon New Cars,Automatic,Premium,4,SUV,4,5,62888,New South Wales
Volvo,2022,XC40,SUV,Automatic,Premium,4,SUV,4,5,51990,New South Wales
Toyota,2018,Tarago,Wagon,Automatic,Unleaded,4,Wagon,4,8,38490,New South Wales
Toyota,2018,Corolla,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,24999,New South Wales
Audi,2021,A1,Hatchback,Automatic,Premium,3,Hatchback,5,5,32888,New South Wales
Land,2023,Rover,Macarthur Jaguar,Automatic,Diesel,6,SUV,3,5,128000,New South Wales
Holden,2018,Colorado,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,33975,Western Australia
Land,2017,Rover,SUV,Automatic,Diesel,6,SUV,4,5,84888,New South Wales
BMW,2020,M135I,Hatchback,Automatic,Premium,4,Hatchback,4,5,51888,New South Wales
Toyota,2017,RAV4,SUV,Automatic,Unleaded,4,SUV,4,5,25990,New South Wales
Hyundai,2022,Tucson,SUV,Automatic,Diesel,4,SUV,4,5,54990,Western Australia
Ram,2019,1500,Ute / Tray,Automatic,Unleaded,8,Ute  ,4,5,88990,New South Wales
Hyundai,2016,Accent,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,12990,New South Wales
Volkswagen,2021,Tiguan,SUV,Automatic,Premium,4,SUV,4,5,43888,New South Wales
Land,2017,Rover,SUV,Automatic,Diesel,6,SUV,4,5,56999,New South Wales
Hyundai,2018,Kona,SUV,Automatic,Unleaded,4,SUV,4,5,29490,New South Wales
Peugeot,2015,308,Hatchback,Automatic,Premium,3,Hatchback,5,5,13995,New South Wales
Mitsubishi,2019,Outlander,SUV,Automatic,Unleaded,4,SUV,4,7,28790,Western Australia
Land,2015,Rover,SUV,Automatic,Diesel,6,SUV,4,7,49800,New South Wales
Subaru,2020,Forester,SUV,Automatic,Hybrid,4,SUV,4,5,37990,New South Wales
Mitsubishi,2019,ASX,SUV,Automatic,Unleaded,4,SUV,4,5,23911,New South Wales
Kia,2019,Cerato,Hatchback,Automatic,Unleaded,4,Hatchback,5,5,24990,New South Wales
Volvo,2020,XC40,SUV,Automatic,Premium,4,SUV,4,5,44997,New South Wales
Ford,2021,Ranger,Ute / Tray,Automatic,Diesel,4,Ute  ,4,5,72990,New South Wales
Mazda,2020,3,Hatchback,Manual,Unleaded,4,Hatchback,5,5,31990,New South Wales
